NUM_OF_BEDROOMS,NUM_OF_BATHROOMS,LIVING_AREA_sqft,LOT_AREA_sqft,FLOORS,WATER FRONT,VIEW_RATING,CONDITION_RATING,ABOVE_BASEMENT_sqft,BASEMENT_sqft,YEAR_BUILT,YEAR_RENOVATED,PRICE,CITY,ZIP,TOTAL_HOUSE_AREA_sqft
3.0,2.0,1110,10500,1.0,0.0,0.0,5.0,1110,0,1978,0,320000.0,NorthBend,98045,1110
4.0,2.0,2200,8100,1.5,0.0,0.0,5.0,1400,800,1942,0,305000.0,Seattle,98168,2200
2.0,1.0,740,11250,1.0,0.0,0.0,2.0,740,0,1938,0,235750.0,Seattle,98146,740
4.0,2.0,2740,8520,1.0,0.0,2.0,3.0,1370,1370,1954,2005,657000.0,Seattle,98118,2740
3.0,1.0,1250,7300,1.0,0.0,0.0,4.0,1250,0,1956,0,385000.0,Bellevue,98008,1250
4.0,2.0,3140,8060,2.0,0.0,0.0,3.0,3140,0,1991,0,389950.0,FederalWay,98023,3140
2.0,1.0,820,10270,1.0,0.0,0.0,3.0,820,0,1954,2005,150000.0,Seattle,98168,820
4.0,3.0,2570,7264,2.0,0.0,0.0,3.0,1720,850,1998,2006,254500.0,Auburn,98092,2570
4.0,2.0,2350,8140,1.0,0.0,0.0,4.0,1430,920,1977,0,555000.0,Bellevue,98006,2350
4.0,3.0,3600,9200,1.0,0.0,4.0,4.0,2100,1500,1976,1992,1075000.0,Bellevue,98008,3600
4.0,2.0,1580,8000,1.0,0.0,0.0,3.0,1040,540,1967,2011,245000.0,FederalWay,98003,1580
2.0,1.0,1070,5824,1.0,0.0,2.0,5.0,1070,0,1949,0,319950.0,Seattle,98178,1070
3.0,1.0,1070,6109,1.0,0.0,0.0,5.0,1070,0,1951,0,337000.0,Seattle,98125,1070
4.0,2.0,1640,5000,2.0,0.0,0.0,3.0,1640,0,1907,1983,492000.0,Seattle,98107,1640
2.0,1.0,1400,4500,1.0,0.0,0.0,3.0,900,500,1922,2008,180000.0,Renton,98057,1400
3.0,1.0,1040,6250,1.0,0.0,0.0,3.0,1040,0,1942,1999,400000.0,Seattle,98136,1040
4.0,2.0,980,10640,1.0,0.0,0.0,5.0,980,0,1978,0,295000.0,NorthBend,98045,980
4.0,3.0,3340,10890,1.5,0.0,0.0,3.0,2240,1100,1963,2000,910000.0,Redmond,98052,3340
3.0,4.0,1900,1612,2.0,0.0,0.0,3.0,1430,470,2008,0,431500.0,Seattle,98136,1900
4.0,2.0,1740,7292,1.0,0.0,0.0,3.0,1020,720,1962,2003,180000.0,SeaTac,98168,1740
3.0,2.0,2000,3207,1.0,0.0,0.0,4.0,1100,900,1916,0,677000.0,Seattle,98103,2000
4.0,2.0,3240,13978,1.0,0.0,0.0,3.0,1860,1380,1977,2004,635700.0,Sammamish,98074,3240
5.0,2.0,2230,9600,1.0,0.0,0.0,3.0,1320,910,1978,0,482000.0,Woodinville,98077,2230
2.0,2.0,1160,2174,2.0,0.0,0.0,3.0,1160,0,1998,2006,168000.0,Seattle,98106,1160
4.0,3.0,2410,6000,1.0,0.0,0.0,5.0,1410,1000,1950,0,805000.0,Seattle,98107,2410
2.0,1.0,590,10945,1.5,0.0,0.0,3.0,590,0,1983,2009,398000.0,BlackDiamond,98010,590
4.0,2.0,2600,17388,2.0,0.0,0.0,3.0,2600,0,1996,0,665000.0,Newcastle,98059,2600
4.0,3.0,2170,8240,1.0,0.0,0.0,4.0,1370,800,1968,0,592500.0,Redmond,98052,2170
4.0,3.0,2080,4000,1.5,0.0,0.0,3.0,2080,0,1912,2000,940000.0,Seattle,98107,2080
4.0,2.0,2860,12394,2.0,0.0,0.0,3.0,2860,0,1999,0,655000.0,Sammamish,98075,2860
4.0,2.0,2980,8107,2.0,0.0,0.0,3.0,2980,0,2000,0,622500.0,Snoqualmie,98065,2980
2.0,2.0,1230,987,2.0,0.0,0.0,3.0,1060,170,2011,0,380000.0,Seattle,98144,1230
4.0,2.0,2260,7005,1.0,0.0,1.0,4.0,1130,1130,1947,1988,648360.0,Kirkland,98033,2260
3.0,3.0,2200,14925,1.0,0.0,0.0,3.0,1100,1100,1982,0,432000.0,Redmond,98053,2200
4.0,2.0,3030,12590,1.5,0.0,0.0,4.0,3030,0,1988,0,1050000.0,Bellevue,98004,3030
2.0,1.0,1060,1600,2.0,0.0,0.0,3.0,1060,0,1979,2014,353250.0,Seattle,98144,1060
4.0,3.0,4260,18687,2.0,0.0,0.0,3.0,4260,0,1996,0,1000000.0,Sammamish,98075,4260
3.0,2.0,998,844,2.0,0.0,0.0,3.0,798,200,2007,0,320000.0,Seattle,98117,998
4.0,2.0,2052,3723,2.0,0.0,0.0,3.0,2052,0,2014,0,349900.0,FederalWay,98003,2052
4.0,4.0,3150,6202,2.0,0.0,0.0,3.0,3150,0,2005,0,330000.0,Kent,98042,3150
3.0,2.0,1950,7221,1.0,0.0,0.0,4.0,1950,0,2006,0,408000.0,SeaTac,98188,1950
3.0,2.0,1347,1292,3.0,0.0,0.0,3.0,1347,0,2010,0,321000.0,Seattle,98125,1347
4.0,4.0,3860,5474,2.5,0.0,0.0,3.0,3860,0,2007,0,1051000.0,Issaquah,98029,3860
3.0,2.0,1360,885,3.0,0.0,0.0,3.0,1360,0,2008,0,359000.0,Seattle,98103,1360
5.0,2.0,2760,6000,2.0,0.0,0.0,3.0,2760,0,2006,0,300000.0,Seattle,98108,2760
3.0,2.0,2450,4332,2.0,0.0,0.0,3.0,2450,0,2010,0,660000.0,Redmond,98053,2450
3.0,2.0,1280,959,3.0,0.0,0.0,3.0,1280,0,2005,0,355000.0,Seattle,98103,1280
3.0,2.0,1550,3569,2.0,0.0,0.0,3.0,1550,0,2011,0,259000.0,Auburn,98002,1550
1.0,1.0,550,1279,2.0,0.0,0.0,3.0,550,0,2008,0,353000.0,Seattle,98122,550
2.0,2.0,1520,1588,2.0,0.0,0.0,3.0,1240,280,2007,0,430000.0,Seattle,98144,1520
3.0,1.0,1670,4005,1.5,0.0,0.0,4.0,1170,500,1939,1989,460000.0,Seattle,98117,1670
1.0,1.0,430,5050,1.0,0.0,0.0,2.0,430,0,1912,0,80000.0,Carnation,98014,430
4.0,2.0,2380,9614,2.0,0.0,0.0,4.0,2380,0,1991,0,782000.0,Bellevue,98006,2380
3.0,1.0,960,9633,1.0,0.0,0.0,5.0,960,0,1982,0,218000.0,Enumclaw,98022,960
3.0,1.0,1920,6862,1.0,0.0,2.0,3.0,1120,800,1952,2008,325000.0,Seattle,98118,1920
4.0,3.0,3680,5854,1.0,0.0,3.0,3.0,2060,1620,1967,2011,980000.0,Seattle,98199,3680
4.0,2.0,2530,9200,1.0,0.0,0.0,5.0,1570,960,1976,0,902000.0,Bellevue,98006,2530
5.0,2.0,3840,16905,2.0,0.0,0.0,3.0,3840,0,1991,0,556000.0,FederalWay,98023,3840
3.0,2.0,1240,3600,1.5,0.0,0.0,5.0,1240,0,1926,0,662990.0,Seattle,98116,1240
2.0,1.0,1300,11867,1.5,0.0,0.0,4.0,1300,0,1975,0,225000.0,Ravensdale,98051,1300
4.0,2.0,2380,12067,2.0,0.0,0.0,3.0,2380,0,2002,0,439950.0,Renton,98059,2380
2.0,1.0,780,13500,1.0,0.0,0.0,4.0,780,0,1946,1989,306000.0,Woodinville,98077,780
3.0,2.0,2420,12676,2.0,0.0,0.0,3.0,2420,0,1911,1986,399500.0,NorthBend,98045,2420
3.0,1.0,1280,2580,1.5,0.0,0.0,3.0,1280,0,1910,2014,478000.0,Seattle,98115,1280
2.0,1.0,1680,6500,1.0,0.0,0.0,4.0,1140,540,1941,1998,515000.0,Seattle,98136,1680
3.0,2.0,2510,5400,2.0,0.0,0.0,3.0,2510,0,1992,0,550000.0,Renton,98056,2510
3.0,1.0,1700,8645,1.0,0.0,0.0,3.0,1700,0,1955,2005,149000.0,Seattle,98146,1700
3.0,2.0,1680,3420,1.0,0.0,0.0,3.0,960,720,1992,0,526000.0,Seattle,98115,1680
3.0,2.0,2600,10092,1.0,0.0,0.0,3.0,2600,0,1984,0,625000.0,Sammamish,98074,2600
5.0,3.0,3400,7452,2.0,0.0,0.0,3.0,3400,0,1999,0,950000.0,Bellevue,98007,3400
5.0,2.0,2120,8399,1.0,0.0,0.0,4.0,1320,800,1942,1982,377691.0,Shoreline,98133,2120
4.0,3.0,2250,5700,1.0,0.0,0.0,3.0,1200,1050,1951,1994,648475.0,Seattle,98109,2250
3.0,1.0,1800,5612,1.0,0.0,0.0,4.0,1200,600,1942,1982,383000.0,Seattle,98126,1800
3.0,2.0,2210,7620,2.0,0.0,0.0,3.0,2210,0,1994,0,535000.0,Redmond,98052,2210
3.0,2.0,1560,4080,2.0,0.0,0.0,3.0,1560,0,1923,1982,449950.0,Seattle,98115,1560
3.0,3.0,1960,2500,1.5,0.0,0.0,5.0,1410,550,1926,0,599000.0,Seattle,98103,1960
3.0,2.0,1110,9762,1.0,0.0,0.0,4.0,1110,0,1963,0,416000.0,Redmond,98052,1110
2.0,2.0,1030,4500,1.0,0.0,0.0,3.0,830,200,1924,2011,595000.0,Seattle,98109,1030
3.0,2.0,1540,1827,2.0,0.0,0.0,3.0,1540,0,2005,0,402000.0,Issaquah,98029,1540
4.0,2.0,1830,9600,1.0,0.0,0.0,4.0,1010,820,1966,0,433000.0,Bellevue,98006,1830
4.0,2.0,1930,15531,2.0,0.0,0.0,3.0,1930,0,1979,2014,275000.0,FederalWay,98003,1930
3.0,2.0,1650,9641,1.5,0.0,0.0,3.0,1650,0,1983,2009,410000.0,Kirkland,98034,1650
4.0,2.0,3510,12905,1.0,0.0,2.0,3.0,2210,1300,1965,1982,554820.0,Burien,98166,3510
3.0,2.0,2390,9157,2.0,0.0,0.0,3.0,2390,0,1984,0,735000.0,Redmond,98052,2390
3.0,1.0,1230,8114,1.0,0.0,0.0,4.0,1230,0,1951,1999,607000.0,Bellevue,98004,1230
3.0,2.0,1620,7540,1.0,0.0,0.0,3.0,1310,310,1988,2000,258000.0,MapleValley,98038,1620
4.0,4.0,2290,6250,1.5,0.0,0.0,5.0,1690,600,1940,0,661254.0,Seattle,98116,2290
4.0,2.0,2840,13367,1.0,0.0,0.0,3.0,1420,1420,1952,2008,945000.0,ClydeHill,98004,2840
3.0,1.0,1080,10500,1.0,0.0,0.0,3.0,1080,0,1967,2011,132500.0,Auburn,98001,1080
3.0,2.0,1620,8645,1.0,0.0,0.0,3.0,1190,430,1973,2013,467100.0,Redmond,98052,1620
3.0,2.0,1620,3975,1.0,0.0,0.0,5.0,940,680,1926,0,641000.0,Seattle,98117,1620
3.0,1.0,1010,11244,1.0,0.0,0.0,4.0,1010,0,1947,1988,350000.0,Shoreline,98155,1010
4.0,2.0,1750,8476,1.0,0.0,0.0,4.0,1240,510,1983,0,335000.0,Renton,98058,1750
4.0,2.0,2560,10400,1.0,0.0,0.0,4.0,1280,1280,1965,0,440000.0,Issaquah,98027,2560
3.0,2.0,1120,5500,1.5,0.0,0.0,4.0,1120,0,1925,1968,464600.0,Seattle,98136,1120
2.0,1.0,1340,7788,1.0,0.0,2.0,3.0,1340,0,1947,2012,300000.0,Seattle,98178,1340
4.0,2.0,1590,6750,1.0,0.0,0.0,3.0,1590,0,1951,1994,670500.0,Seattle,98102,1590
3.0,1.0,1430,5000,1.0,0.0,0.0,4.0,1080,350,1919,1985,552000.0,Seattle,98115,1430
4.0,1.0,1450,8960,1.0,0.0,0.0,3.0,1450,0,1943,2002,244000.0,Seattle,98146,1450
4.0,3.0,3500,7200,2.0,0.0,0.0,3.0,3500,0,2005,0,788600.0,Redmond,98053,3500
3.0,2.0,1630,8702,1.0,0.0,0.0,3.0,1630,0,1987,2000,445000.0,Renton,98056,1630
4.0,2.0,1814,5000,1.0,0.0,0.0,4.0,944,870,1951,1999,530000.0,Seattle,98115,1814
2.0,1.0,580,7500,1.0,0.0,0.0,3.0,580,0,1943,2002,90000.0,Seattle,98178,580
3.0,2.0,1670,4572,1.5,0.0,0.0,3.0,1670,0,1931,0,585000.0,Seattle,98117,1670
2.0,2.0,1140,8282,1.0,0.0,0.0,3.0,1140,0,1924,2009,498000.0,Kirkland,98033,1140
2.0,1.0,800,6380,1.0,0.0,2.0,3.0,800,0,1940,1996,379000.0,Seattle,98115,800
3.0,2.0,1300,2580,1.0,0.0,0.0,5.0,820,480,1919,1934,462000.0,Seattle,98115,1300
4.0,2.0,2440,7155,2.0,0.0,0.0,3.0,2440,0,1993,0,388000.0,Renton,98058,2440
3.0,2.0,1490,8371,1.5,0.0,0.0,3.0,1490,0,1984,0,255000.0,Kent,98031,1490
3.0,3.0,1800,9550,1.0,0.0,0.0,4.0,1320,480,1966,0,665000.0,Bellevue,98006,1800
3.0,2.0,1830,9152,1.0,0.0,0.0,5.0,1830,0,1959,0,550000.0,Bellevue,98006,1830
3.0,1.0,1500,3920,1.0,0.0,0.0,3.0,1000,500,1947,2012,606000.0,Seattle,98107,1500
4.0,2.0,2210,6080,1.0,0.0,2.0,4.0,1410,800,1965,0,334000.0,Seattle,98178,2210
3.0,2.0,1270,1323,3.0,0.0,0.0,3.0,1270,0,2006,0,360000.0,Seattle,98103,1270
2.0,1.0,1140,1730,1.5,0.0,0.0,3.0,1010,130,2007,0,235000.0,Seattle,98126,1140
3.0,2.0,1620,1173,3.0,0.0,4.0,3.0,1470,150,2008,0,580000.0,Seattle,98103,1620
3.0,2.0,1220,1186,3.0,0.0,0.0,3.0,1220,0,2007,0,355000.0,Seattle,98103,1220
2.0,2.0,750,1430,2.0,0.0,0.0,3.0,750,0,2006,0,375000.0,Seattle,98122,750
4.0,2.0,1960,9300,1.0,0.0,0.0,5.0,1340,620,1979,0,372000.0,NorthBend,98045,1960
3.0,1.0,1370,3000,1.5,0.0,0.0,3.0,1370,0,1924,2011,479000.0,Seattle,98103,1370
2.0,1.0,1010,4320,1.0,0.0,0.0,5.0,1010,0,1924,1956,501000.0,Seattle,98115,1010
3.0,2.0,1260,6908,1.0,0.0,0.0,3.0,1260,0,1994,0,245000.0,MapleValley,98038,1260
3.0,2.0,1740,5782,2.0,0.0,0.0,4.0,1740,0,1989,0,496700.0,Issaquah,98029,1740
4.0,2.0,2670,10026,2.0,0.0,0.0,3.0,2670,0,1996,0,347000.0,Auburn,98092,2670
2.0,1.0,720,7200,1.0,0.0,0.0,5.0,720,0,1943,0,199000.0,Renton,98058,720
3.0,2.0,2460,4399,2.0,0.0,0.0,3.0,2460,0,2007,0,440500.0,Snoqualmie,98065,2460
4.0,2.0,3670,7000,2.0,0.0,0.0,3.0,3670,0,2005,0,820000.0,Sammamish,98075,3670
4.0,4.0,2630,3435,1.5,0.0,3.0,3.0,1640,990,1984,0,325000.0,SeaTac,98188,2630
3.0,2.0,1570,8459,1.0,0.0,0.0,3.0,1570,0,1991,0,195000.0,Enumclaw,98022,1570
3.0,2.0,1560,4200,2.0,0.0,0.0,3.0,1560,0,2003,0,295000.0,MapleValley,98038,1560
3.0,2.0,1620,7410,1.0,0.0,0.0,5.0,1620,0,1955,0,355300.0,Shoreline,98133,1620
3.0,1.0,1140,5000,1.0,0.0,0.0,3.0,1140,0,1960,2012,276000.0,Seattle,98106,1140
3.0,2.0,1780,4050,2.0,0.0,0.0,3.0,1780,0,2001,0,370000.0,Shoreline,98155,1780
4.0,2.0,2100,3916,2.0,0.0,0.0,3.0,2100,0,2009,0,346000.0,Renton,98058,2100
3.0,1.0,1140,8800,1.0,0.0,0.0,3.0,1140,0,1972,2002,172500.0,Auburn,98001,1140
3.0,2.0,1690,9144,1.0,0.0,0.0,4.0,1140,550,1956,0,379950.0,Kenmore,98028,1690
2.0,1.0,1160,6000,1.0,0.0,0.0,4.0,860,300,1942,1982,468000.0,Seattle,98115,1160
4.0,3.0,1720,6270,2.0,0.0,0.0,3.0,1720,0,1978,0,477000.0,Seattle,98118,1720
3.0,1.0,1210,3328,1.5,0.0,0.0,4.0,1210,0,1924,0,529000.0,Seattle,98107,1210
2.0,1.0,880,7683,1.0,0.0,0.0,3.0,880,0,1942,1999,326100.0,Seattle,98177,880
3.0,1.0,1050,9206,1.5,0.0,0.0,3.0,1050,0,1954,2005,360000.0,Seattle,98125,1050
3.0,2.0,1650,12940,1.0,0.0,0.0,4.0,1650,0,1961,2001,438000.0,Kenmore,98028,1650
3.0,1.0,1570,9467,1.0,0.0,0.0,3.0,1570,0,1954,2005,360000.0,Shoreline,98177,1570
4.0,2.0,2920,7200,1.0,0.0,3.0,3.0,1470,1450,1921,2006,1050000.0,Seattle,98144,2920
4.0,3.0,3000,4000,1.5,0.0,3.0,3.0,1970,1030,1913,2014,688000.0,Seattle,98144,3000
3.0,2.0,1850,7735,1.0,0.0,0.0,4.0,1850,0,1983,0,585000.0,Issaquah,98027,1850
3.0,2.0,1440,7741,1.0,0.0,0.0,4.0,1000,440,1983,0,265000.0,Kent,98031,1440
3.0,2.0,1440,8775,1.0,0.0,0.0,3.0,1440,0,1973,2013,375000.0,Kirkland,98034,1440
3.0,1.0,1810,12375,2.0,0.0,0.0,3.0,1810,0,1970,2014,326500.0,Woodinville,98072,1810
2.0,1.0,1180,9350,1.0,0.0,0.0,3.0,1180,0,1918,0,160000.0,Seattle,98178,1180
2.0,1.0,1470,6120,1.0,0.0,0.0,2.0,1470,0,1940,0,400000.0,Seattle,98115,1470
4.0,2.0,2680,7200,1.0,0.0,0.0,3.0,1380,1300,1952,2013,800000.0,Kirkland,98033,2680
4.0,2.0,2290,10687,2.0,0.0,0.0,3.0,2290,0,1978,0,949880.0,Bellevue,98004,2290
3.0,2.0,1980,8100,1.0,0.0,0.0,4.0,1310,670,1949,1985,405000.0,Shoreline,98133,1980
4.0,2.0,2870,9292,2.0,0.0,0.0,3.0,2540,330,1979,2014,399000.0,Renton,98058,2870
3.0,2.0,1840,4750,1.0,0.0,0.0,5.0,1010,830,1951,0,730001.0,Seattle,98117,1840
3.0,2.0,1630,8018,1.0,0.0,0.0,3.0,1630,0,2003,0,260000.0,Pacific,98047,1630
2.0,2.0,1880,5400,1.5,0.0,0.0,3.0,1880,0,1902,0,751750.0,Seattle,98112,1880
3.0,2.0,1780,13095,1.0,0.0,0.0,4.0,1780,0,1983,0,325000.0,Kent,98042,1780
4.0,2.0,2330,6250,1.0,0.0,0.0,4.0,1400,930,1941,1998,344950.0,Kent,98030,2330
3.0,2.0,1840,4030,1.0,0.0,0.0,5.0,1050,790,1925,0,457500.0,Seattle,98108,1840
5.0,2.0,2330,10750,1.0,0.0,0.0,4.0,1190,1140,1962,0,389000.0,Kenmore,98028,2330
4.0,2.0,3200,6473,2.0,0.0,0.0,3.0,3200,0,2005,0,515000.0,Renton,98059,3200
3.0,2.0,1950,8868,1.0,0.0,0.0,3.0,1350,600,1964,2000,415000.0,Shoreline,98155,1950
2.0,1.0,1040,5527,1.0,0.0,0.0,3.0,1040,0,1951,1994,535000.0,Seattle,98115,1040
4.0,4.0,1960,3565,2.0,0.0,0.0,3.0,1960,0,1940,2003,540000.0,Seattle,98116,1960
5.0,3.0,2750,3800,1.5,0.0,0.0,5.0,1750,1000,1926,0,525000.0,Seattle,98115,2750
3.0,3.0,2640,4050,1.5,0.0,0.0,5.0,1750,890,1926,0,1100000.0,Seattle,98112,2640
4.0,2.0,1940,9144,1.0,0.0,0.0,4.0,1430,510,1956,0,495000.0,Bellevue,98007,1940
5.0,3.0,2840,7199,1.0,0.0,0.0,3.0,1710,1130,2003,0,292050.0,Tukwila,98178,2840
5.0,2.0,1900,10226,1.0,0.0,0.0,3.0,1130,770,1961,2004,415000.0,Kirkland,98034,1900
5.0,1.0,1410,6400,1.0,0.0,0.0,5.0,960,450,1955,0,295832.0,DesMoines,98198,1410
4.0,2.0,2520,8515,2.0,0.0,0.0,3.0,2520,0,1999,0,450000.0,Duvall,98019,2520
3.0,4.0,1820,1501,2.0,0.0,0.0,3.0,1430,390,2014,0,499950.0,Seattle,98144,1820
3.0,2.0,1560,8640,1.0,0.0,0.0,5.0,1560,0,1967,0,465000.0,Kirkland,98034,1560
3.0,1.0,1600,5952,1.0,0.0,0.0,4.0,1150,450,1964,0,329000.0,Seattle,98106,1600
3.0,2.0,1230,11502,1.0,0.0,0.0,4.0,1230,0,1984,0,475000.0,Redmond,98052,1230
3.0,1.0,960,8100,1.0,0.0,0.0,3.0,960,0,1955,2005,255000.0,Shoreline,98155,960
3.0,1.0,1270,4000,1.5,0.0,2.0,3.0,1270,0,1928,1954,435000.0,Seattle,98126,1270
3.0,2.0,2810,7700,2.0,0.0,0.0,3.0,2810,0,2001,0,685000.0,Bellevue,98006,2810
2.0,2.0,2160,5581,1.0,0.0,0.0,3.0,2160,0,2002,0,715000.0,Redmond,98053,2160
3.0,3.0,2520,2152,1.5,0.0,0.0,3.0,1560,960,1925,2006,780000.0,Seattle,98119,2520
2.0,2.0,1180,844,2.0,0.0,0.0,3.0,990,190,2005,0,345000.0,Seattle,98144,1180
4.0,2.0,1810,4970,2.0,0.0,0.0,3.0,1810,0,2003,0,355000.0,Renton,98059,1810
3.0,2.0,1680,15711,1.0,0.0,0.0,3.0,1240,440,1994,0,282000.0,Kent,98031,1680
3.0,1.0,910,5250,1.0,0.0,0.0,4.0,910,0,1971,0,244000.0,Burien,98166,910
3.0,4.0,3250,5797,2.0,0.0,2.0,4.0,2370,880,1951,1999,967500.0,Seattle,98199,3250
3.0,2.0,2000,7294,1.0,0.0,0.0,3.0,1520,480,1965,1993,375000.0,Seattle,98118,2000
3.0,2.0,2510,6339,1.5,0.0,2.0,5.0,1810,700,1932,2002,994000.0,Seattle,98199,2510
3.0,2.0,1320,6205,1.0,0.0,0.0,5.0,1320,0,1948,1985,313000.0,Shoreline,98133,1320
3.0,1.0,900,7500,1.0,0.0,0.0,4.0,900,0,1972,0,304000.0,Kirkland,98034,900
3.0,2.0,2540,7680,2.0,0.0,1.0,4.0,2540,0,1940,2001,675000.0,Seattle,98177,2540
4.0,1.0,2100,9288,1.0,0.0,0.0,4.0,1050,1050,1968,0,305000.0,Renton,98058,2100
3.0,1.0,1200,6250,1.0,0.0,0.0,3.0,920,280,1943,2002,280000.0,Seattle,98168,1200
5.0,4.0,3720,15200,2.0,0.0,0.0,3.0,3720,0,2005,0,960000.0,Sammamish,98075,3720
3.0,2.0,1760,4539,2.0,0.0,0.0,3.0,1760,0,1988,2000,500000.0,Issaquah,98029,1760
3.0,2.0,1670,7415,1.0,0.0,0.0,3.0,1320,350,1987,2000,274950.0,Covington,98042,1670
3.0,2.0,2420,8252,2.0,0.0,0.0,3.0,2420,0,1998,2006,455600.0,Snoqualmie,98065,2420
5.0,3.0,3480,15185,2.0,0.0,0.0,4.0,3480,0,1964,0,970000.0,MercerIsland,98040,3480
4.0,2.0,1630,4473,2.0,0.0,0.0,3.0,1630,0,2003,0,312900.0,MapleValley,98038,1630
4.0,2.0,2340,5600,2.0,0.0,0.0,3.0,2340,0,1921,2013,535000.0,Seattle,98146,2340
2.0,1.0,920,3780,1.0,0.0,0.0,3.0,920,0,1910,2006,427000.0,Seattle,98103,920
2.0,1.0,910,6490,1.0,0.0,0.0,3.0,910,0,1942,1999,405000.0,Seattle,98115,910
3.0,1.0,1150,4945,1.0,0.0,2.0,3.0,1150,0,1943,2002,480000.0,Seattle,98126,1150
3.0,2.0,2500,4774,1.5,0.0,2.0,3.0,1450,1050,1940,1996,725000.0,Seattle,98107,2500
4.0,2.0,1930,6600,1.0,0.0,0.0,4.0,1030,900,1967,0,268000.0,Burien,98168,1930
3.0,2.0,1590,2550,3.0,0.0,0.0,3.0,1590,0,1985,0,488000.0,Seattle,98117,1590
4.0,2.0,3330,7399,2.0,0.0,0.0,3.0,3330,0,2009,0,760000.0,Redmond,98052,3330
3.0,2.0,2610,7256,2.0,0.0,0.0,3.0,2610,0,2014,0,754950.0,Kirkland,98033,2610
3.0,2.0,1658,2700,2.0,0.0,0.0,3.0,1658,0,2014,0,263900.0,DesMoines,98198,1658
3.0,4.0,1600,1431,2.0,0.0,0.0,3.0,1240,360,2006,0,460000.0,Seattle,98117,1600
3.0,3.0,1296,1051,3.0,0.0,0.0,3.0,1296,0,2009,0,399950.0,Seattle,98125,1296
2.0,2.0,1280,835,2.0,0.0,0.0,3.0,1080,200,2009,0,370000.0,Seattle,98118,1280
4.0,3.0,2510,5311,2.0,0.0,0.0,3.0,2510,0,2009,0,450800.0,Renton,98056,2510
3.0,4.0,2710,3475,2.0,0.0,0.0,3.0,1650,1060,2005,0,627000.0,Issaquah,98027,2710
2.0,1.0,1320,8865,1.0,0.0,0.0,4.0,1320,0,1943,0,215000.0,Burien,98168,1320
3.0,2.0,2495,4400,2.0,0.0,0.0,3.0,2495,0,2007,0,267000.0,FederalWay,98001,2495
3.0,2.0,1300,12240,1.0,0.0,0.0,3.0,1300,0,1963,2008,365000.0,Kenmore,98028,1300
4.0,2.0,2230,10414,1.0,0.0,0.0,5.0,1450,780,1974,0,544500.0,Issaquah,98075,2230
4.0,3.0,2020,2750,1.0,0.0,0.0,3.0,1010,1010,1917,2014,599000.0,Seattle,98122,2020
4.0,2.0,2000,3800,2.0,0.0,0.0,3.0,2000,0,2001,0,815000.0,Seattle,98115,2000
2.0,1.0,1060,8187,1.0,0.0,0.0,4.0,1060,0,1952,0,254000.0,Shoreline,98133,1060
2.0,2.0,2080,4800,1.0,0.0,0.0,5.0,1080,1000,1923,0,740000.0,Seattle,98117,2080
3.0,2.0,2690,7000,2.0,0.0,0.0,5.0,1840,850,1943,0,925000.0,Seattle,98115,2690
3.0,2.0,1550,12920,2.0,0.0,0.0,5.0,1550,0,1999,0,537000.0,Kirkland,98033,1550
4.0,2.0,1480,3132,1.0,0.0,0.0,5.0,740,740,1910,0,335000.0,Seattle,98108,1480
4.0,3.0,3040,2800,2.0,0.0,0.0,3.0,2100,940,1906,2014,840000.0,Seattle,98102,3040
3.0,2.0,1560,7300,1.0,0.0,0.0,4.0,1040,520,1964,0,224000.0,Auburn,98001,1560
3.0,2.0,2250,3757,2.0,0.0,0.0,3.0,2250,0,2006,0,395000.0,Renton,98059,2250
3.0,1.0,1100,4600,1.0,0.0,0.0,3.0,1100,0,1917,2009,450000.0,Seattle,98116,1100
3.0,1.0,1700,6356,1.5,0.0,0.0,3.0,1700,0,1907,1983,681000.0,Seattle,98118,1700
3.0,1.0,800,2296,1.0,0.0,0.0,4.0,800,0,1908,0,370000.0,Seattle,98103,800
2.0,2.0,1350,6315,1.0,0.0,0.0,3.0,1350,0,2005,0,429000.0,Redmond,98053,1350
3.0,1.0,820,7680,1.5,0.0,0.0,3.0,820,0,1910,2006,150000.0,Seattle,98106,820
3.0,2.0,3160,4270,2.0,0.0,0.0,3.0,2650,510,2006,0,555000.0,Bothell,98011,3160
3.0,2.0,1680,6755,2.0,0.0,0.0,3.0,1680,0,1994,0,225000.0,Auburn,98092,1680
3.0,2.0,1300,7958,1.0,0.0,0.0,3.0,1300,0,1996,0,245100.0,Auburn,98092,1300
3.0,2.0,2190,10370,2.0,0.0,0.0,3.0,2190,0,1987,2000,665000.0,Sammamish,98074,2190
3.0,2.0,1720,4006,2.0,0.0,0.0,3.0,1720,0,1994,0,535000.0,Issaquah,98029,1720
3.0,1.0,1160,11776,1.0,0.0,0.0,3.0,1160,0,1968,1997,305000.0,Woodinville,98077,1160
3.0,2.0,1210,8075,1.0,0.0,0.0,4.0,1210,0,1983,0,215000.0,Pacific,98047,1210
3.0,2.0,1980,5100,1.0,0.0,0.0,3.0,1270,710,1965,1993,432500.0,Seattle,98103,1980
4.0,2.0,2990,5669,2.0,0.0,0.0,3.0,2990,0,2003,0,655000.0,Sammamish,98074,2990
3.0,2.0,1430,9600,1.0,0.0,0.0,4.0,1430,0,1966,0,266200.0,Renton,98059,1430
